title,track,album,artists,composer,chords,key,publish,ignore,id,channel,upload_date
Kuch na Kaho Kuch bhi na kaho Ukulele Tutorial,Kuch na Kaho Kuch bhi na kaho,,,,"['C', 'Am', 'F', 'G', 'D']",,0,0,DtitAEZy5pc,UCJjV2CHB58Xerdqbwyka7QA,20200212
Reliable Brands? Which Brand Ukulele should I buy?,,,,,,,0,1,DrxICCZzBso,UCJjV2CHB58Xerdqbwyka7QA,20200326
Zingaat (sairat) | Female cover| cup song by Sayali Tank,,,,,,,0,1,uVBkpPr-6v4,UCJjV2CHB58Xerdqbwyka7QA,20161111
Sham | Aisha Ukulele Cover by Sayali Tank,,,,,,,0,1,_nSUlLMA8ww,UCJjV2CHB58Xerdqbwyka7QA,20181108
Kalank Ukulele Playalong Tutorial | Sayali Tank,Kalank,,,,,,0,0,1IkQVPRdd1g,UCJjV2CHB58Xerdqbwyka7QA,20191218
How to chuck on Ukulele? | Chucking? Chunking? Choking? | Instructional Guide on Chucking on Ukulele,,,,,,,0,1,obJnEnzlzr0,UCJjV2CHB58Xerdqbwyka7QA,20200330
Is ukulele easy to learn than Guitar? Difference between Guitar and Ukulele? | FAQ &A | Sayali Tank,,,,,,,0,1,OPnAczA1sAk,UCJjV2CHB58Xerdqbwyka7QA,20190327
How to Tune your Ukulele Accurately using Digital Tunner |  Ukulele Tunning with Digital Tuner,,,,,,,0,1,PkZrABns6jE,UCJjV2CHB58Xerdqbwyka7QA,20191103
Main rahu ya na rahu Ukulele Tutorial,Main rahu ya na rahu,,,,"['G', 'A', 'D', 'Am', 'Em', 'C']",,0,0,AaCbJslYadQ,UCJjV2CHB58Xerdqbwyka7QA,20200408
Phir Le Aaya Dil Ukulele Tutorial | Sayali Tank,Phir Le Aaya Dil,,,,"['G', 'C', 'D']",,0,0,SmasvYGN9MM,UCJjV2CHB58Xerdqbwyka7QA,20191016
Bol do na zara Ukulele tutorial,Bol do na zara,,,,,,0,0,SY_vxb9jAaw,UCJjV2CHB58Xerdqbwyka7QA,20190731
How to play C chord on Ukulele | #21daysofukechords,,,,,,,0,1,otNUifUCuHE,UCJjV2CHB58Xerdqbwyka7QA,20190701
How to do Quality check of Ukulele after buying it? + Kala Concert Ukulele Review,,,,,,,0,1,mRaRJh4EVxQ,UCJjV2CHB58Xerdqbwyka7QA,20200406
Dooba dooba rehta hu Ukulele Tutorial | Only 4 simple chords?,Dooba dooba rehta hu,,,,"['C', 'F', 'D', 'G']",,0,0,EgVMIVjezgs,UCJjV2CHB58Xerdqbwyka7QA,20200902
Hasi Ban Gaye Ukulele Tutorial,Hasi Ban Gaye,,,,"['C', 'Dm', 'Bb', 'Am', 'F']",,0,0,UjfOXzDHMJU,UCJjV2CHB58Xerdqbwyka7QA,20201014
How to read Ukulele Tabs | Learn Ukulele Tabs | Ukulele Lessons For beginners IN HINDI | Sayali Tank,,,,,,,0,1,6M7PFnC0UPE,UCJjV2CHB58Xerdqbwyka7QA,20190320
Yellow | Coldplay | Playalong |  Ukulele Tutorial | Sayali Tank,Yellow,Coldplay,,,,,0,0,7NZTSe1nr4w,UCJjV2CHB58Xerdqbwyka7QA,20191030
How to play D chord on Ukulele | #21daysofukechords,,,,,,,0,1,4lSd2vFcDMM,UCJjV2CHB58Xerdqbwyka7QA,20190704
Tumse Mil Ke Ukulele Tutorial,Tumse Mil Ke,,,,"['C', 'G', 'Dm', 'Am', 'F']",,0,0,oKQdx8kMQHM,UCJjV2CHB58Xerdqbwyka7QA,20200429
"1 Girl, 1 Medley, 23 Songs | Old Hindi Songs Mashup | Sayali Tank",,,,,,,0,1,YO-nqwQpDMc,UCJjV2CHB58Xerdqbwyka7QA,20180211
Tu mile dil khile Ukulele tutorial,Tu mile dil khile,,,,"['Dm', 'C', 'F', 'Am', 'G']",,0,0,5kZ-ksFRUGs,UCJjV2CHB58Xerdqbwyka7QA,20201021
Introducting #21daysofukechords challenge Video series | Sayali Tank,,,,,,,0,1,EjE4ZJC5z9Q,UCJjV2CHB58Xerdqbwyka7QA,20190630
Aaoge Jab Tum O Sajna Ukulele Tutorial | Intermediate level,Aaoge Jab Tum O Sajna,,,,"['C', 'Am', 'F', 'Dm', 'Bb', 'G']",,0,0,Q9ui3NYR-jg,UCJjV2CHB58Xerdqbwyka7QA,20200219
Tum Ho - Rockstar Ukulele Tutorial,Tum Ho - Rockstar,,,,"['C', 'Am', 'F', 'G', 'A', 'Gm', 'Bb', 'E']",,0,0,8ZPouviHFSc,UCJjV2CHB58Xerdqbwyka7QA,20210106
What size ukulele should I buy?? Best size Ukulele??,,,,,,,0,1,Og0LVr9NNYA,UCJjV2CHB58Xerdqbwyka7QA,20200323
O mere dil k chain Ukulele Tutorial,O mere dil k chain,,,,"['Am', 'Em', 'Dm', 'C', 'F', 'G']",,0,0,LrhbkpB6pHQ,UCJjV2CHB58Xerdqbwyka7QA,20200520
Kabhi Jo Badal Barse Ukulele Tutorial | Simple 4 chords Only,Kabhi Jo Badal Barse,,,,,,0,0,94fTig7Cvgw,UCJjV2CHB58Xerdqbwyka7QA,20190828
Kaun Tujhe Ukulele Tutorial,Kaun Tujhe,,,,"['Am', 'F', 'C', 'G', 'Em']",,0,0,IiJpSIkrIUg,UCJjV2CHB58Xerdqbwyka7QA,20201118
Kya mujhe pyar hai Playalong Ukulele Tutorial,Kya mujhe pyar hai,,,,"['C', 'Dm', 'Bb']",,0,0,cFT23HLT8_0,UCJjV2CHB58Xerdqbwyka7QA,20200527
My Ukulele Collection.!!,,,,,,,0,1,Jk05A_wcuLU,UCJjV2CHB58Xerdqbwyka7QA,20200411
Dil Bechara Ukulele Tutorial,Dil Bechara,,,,"['Gm', 'Bb', 'F', 'Dm']",,0,0,mpe4wA6upII,UCJjV2CHB58Xerdqbwyka7QA,20200715
Dil ko tumse pyaar hua Ukulele tutorial | Rehna hai tere dil mein,Dil ko tumse pyaar hua,Rehna hai tere dil mein,,,"['C', 'Am', 'F', 'Dm', 'G', 'E', 'E7', 'Bb']",,0,0,2i4dtdGXotw,UCJjV2CHB58Xerdqbwyka7QA,20200909
How to Play Cm Chord on Ukulele | Sayali Tank,,,,,,,0,1,cTm1CINhCbY,UCJjV2CHB58Xerdqbwyka7QA,20190702
Ukulele Drills (Warm up Exercises) to do everyday,,,,,,,0,1,4K-xYqSr28Q,UCJjV2CHB58Xerdqbwyka7QA,20201202
Ajeeb Dastan Hai Yeh | Ukulele Cover,,,,,,,0,1,6gi1r1Jbggw,UCJjV2CHB58Xerdqbwyka7QA,20190323
Kya hua Tera waada Ukulele Tutorial,Kya hua Tera waada,Hum Kisise kum nahi,Sushma Shreshtha & Mohd. Rafi,R.D Burman,"['Bb', 'F', 'C', 'Dm']",,0,0,N-BK6l_emMY,UCJjV2CHB58Xerdqbwyka7QA,20200916
Ye Shaam Mastani Ukulele Tutorial,Ye Shaam Mastani,,,,"['C', 'Am', 'D', 'A', 'G', 'Em']",,0,0,Imq_noh-Ua0,UCJjV2CHB58Xerdqbwyka7QA,20200826
"How to Change Uke Strings?? How to Clean,Maintain & take care of Uke? Tips for Ukulele Maintenance",,,,,,,0,1,_v9iIVpF-IE,UCJjV2CHB58Xerdqbwyka7QA,20200316
Meri Maa (Dasvidaniya) | Kailash Kher | Sayali Tank (Female Cover),,,,,,,0,1,PqUctSaOjgQ,UCJjV2CHB58Xerdqbwyka7QA,20170514
How to find chords to any song?,,,,,,,0,1,olpazQvWJ8U,UCJjV2CHB58Xerdqbwyka7QA,20200912
Wo dekhne emin kaisi sidhi sadhi ladki Ukulele Tutorial | Sayali Tank,Wo dekhne emin kaisi sidhi sadhi ladki,,,,"['C', 'Am', 'F', 'G', 'Dm']",,0,0,2ha0kvi4z_g,UCJjV2CHB58Xerdqbwyka7QA,20200101
Common mistakes you should avoid | Sayali Tank,,,,,,,0,1,fZ0W_l9RD_s,UCJjV2CHB58Xerdqbwyka7QA,20191213
What do I do apart from youtube,,,,,,,0,1,APk5cH0p9sA,UCJjV2CHB58Xerdqbwyka7QA,20200418
Baatein Kuch ankahi si Ukulele Tutorial,Baatein Kuch ankahi si,,,,"['A', 'D', 'E', 'f#m', 'Bm', 'C']",,0,0,J8whu5NKHrs,UCJjV2CHB58Xerdqbwyka7QA,20200617
Mere saamne wali khidki mein Ukulele Tutorial,Mere saamne wali khidki mein,,,,"['G', 'C', 'Am', 'D']",,0,0,fiYfnt2P_UE,UCJjV2CHB58Xerdqbwyka7QA,20201125
Roobaroo Ukulele Tutorial Indepedence day special,Roobaroo,,,,"['A', 'D', 'E']",,0,0,HfeS0pzW2jM,UCJjV2CHB58Xerdqbwyka7QA,20200812
Tu hi meri shab hai Ukulele Tutorial,Tu hi meri shab hai,,,,"['Am', 'F', 'G', 'D', 'E']",,0,0,OoHHB8zOd7o,UCJjV2CHB58Xerdqbwyka7QA,20201007
Tu Tu Hai Wahi Ukulele Tutorial,Tu Tu Hai Wahi,,,,"['C', 'F', 'Am', 'G', 'Dm', 'Em', 'A']",,0,0,sWVcR3PD1ic,UCJjV2CHB58Xerdqbwyka7QA,20190918
Haal ae dil Ukulele Tutorial fro beginners | Sayali Tank,Haal ae dil,,,,"['Am', 'C', 'F', 'G', 'Em']",,0,0,gtdz3-85GGU,UCJjV2CHB58Xerdqbwyka7QA,20200115
Trinity Concert Ukulele with Equalizer Review,,,,,,,0,1,dlnXHiuG510,UCJjV2CHB58Xerdqbwyka7QA,20200413
Kaisi paheli zindagani Cover  | Ukulele Cover | Sayali Tank,,,,,,,0,1,3NrWgxQ_0Ag,UCJjV2CHB58Xerdqbwyka7QA,20181215
Should I play Ukulele if I cant sing??,,,,,,,0,1,ChnREpHgLis,UCJjV2CHB58Xerdqbwyka7QA,20200905
Mora Saiyan Mose Bole Na Ukulele Tutorial | Advance Level,Mora Saiyan Mose Bole Na,,,,"['C', 'Am', 'F', 'G', 'Em']",,0,0,nc1Eucbapsw,UCJjV2CHB58Xerdqbwyka7QA,20200303
Ek pyaar ka nagma hai Ukulele tutorial,Ek pyaar ka nagma hai,Shor,Lata Mangeshkar & Mukesh,Laxmikant Pyarelal,"['A', 'F#m', 'E7', 'D', 'Bm']",,0,0,OvKBZLm6aiA,UCJjV2CHB58Xerdqbwyka7QA,20200923
Fly me to the moon Ukulele Tutorial,Fly me to the moon,,,,"['C7', 'A7', 'Dm', 'Gm', 'F']",,0,0,MasyuDVuN8M,UCJjV2CHB58Xerdqbwyka7QA,20201104
How to Play Dm chord on Ukulele | #21daysofukechords,,,,,,,0,1,gtMezncx_fM,UCJjV2CHB58Xerdqbwyka7QA,20190705
Tere sang yaara | Atif Aslam | Ukulele Cover | Rustom | Akshay Kumar & Ileana D'cruz | Sayali Tank,,,,,,,0,1,bxw30wX_7tg,UCJjV2CHB58Xerdqbwyka7QA,20180922
What things to consider while buying Ukulele??,,,,,,,0,1,BEfntRSmGTs,UCJjV2CHB58Xerdqbwyka7QA,20200324
Do Dil Mil Rahe Hai Ukulele Tutorial | Sayali Tank,Do Dil Mil Rahe Hai,,,,"['F', 'Dm', 'Bb', 'Gm']",,0,0,08Q7pvtyefk,UCJjV2CHB58Xerdqbwyka7QA,20191113
Hai Junoon Ukulele Tutorial | Friendship Day Special,Hai Junoon,,,,"['A', 'D', 'G', 'Em', 'Bm']",,0,0,JgPtML7PJJE,UCJjV2CHB58Xerdqbwyka7QA,20200722
Cant help Falling In Love Ukulele Tutorial,Cant help Falling In Love,,,,,,0,0,BVFHTHRgZio,UCJjV2CHB58Xerdqbwyka7QA,20190904
Kaha ho tum Mismatched Ukulele Tutorial Prateek Kuhad,Kaha ho tum Mismatched,Prateek Kuhad,,,"['F', 'C', 'Dm', 'Bb', 'Eb']",,0,0,RvDm1N9rCk8,UCJjV2CHB58Xerdqbwyka7QA,20201230
How to play C7 chord on Ukulele | #21daysofukechords,,,,,,,0,1,L49CpvtfMnE,UCJjV2CHB58Xerdqbwyka7QA,20190703
How to play E chord on Ukulele | #21daysofukechords,,,,,,,0,1,hja0S39_0vo,UCJjV2CHB58Xerdqbwyka7QA,20190707
Teri Mitti (Kesari) Ukulele Tutorial with Playalong,Teri Mitti,Kesari,,,"['D', 'Bm', 'G', 'A Chords with the same chord progression']",,0,0,aG9BccTbTGU,UCJjV2CHB58Xerdqbwyka7QA,20210120
What is capo?? #Sawaalcorner,,,,,,,0,1,q5ajedqada8,UCJjV2CHB58Xerdqbwyka7QA,20200321
How to play Bm chord on Ukulele | #21daysofukechords,,,,,,,0,1,Hx9LchVMXWc,UCJjV2CHB58Xerdqbwyka7QA,20190720
Phoolon ka taaron ka Ukulele tutorial | Rakshabandhan Special,Phoolon ka taaron ka,,,,"['G', 'C', 'D', 'Bm']",,0,0,tUEqn2fJLYU,UCJjV2CHB58Xerdqbwyka7QA,20200729
Ya Ali Ukulele Tutorial,Ya Ali,,,,"['Em', 'C', 'D']",,0,0,MKHboVCo8jw,UCJjV2CHB58Xerdqbwyka7QA,20201111
Tu Aashiqui Hai Ukulele Tutorial | Jhankaar Beats,Tu Aashiqui Hai,Jhankaar Beats,,,"['A', 'D', 'Bm', 'G']",,0,0,TTjWWMAc1Xo,UCJjV2CHB58Xerdqbwyka7QA,20201028
Meri Aashiqui Ab Tum Hi Ho(Female Cover) by Sayali Tank,,,,,,,0,1,G6nbHwintWQ,UCJjV2CHB58Xerdqbwyka7QA,20161025
How to play G chord on Ukulele| #21daysohukechords,,,,,,,0,1,eFHhaWg7bpE,UCJjV2CHB58Xerdqbwyka7QA,20190713
Jingle Bells Playalong  | Sayali Tank,Jingle Bells,,,,"['C', 'F', 'G7', 'D']",,0,0,518ty3EtXkw,UCJjV2CHB58Xerdqbwyka7QA,20191211
Mumma Ukulele Tutorial | Mothers Day Special,Mumma,,,,"['F', 'Dm', 'Bb', 'Gm', 'C']",,0,0,BgoaERFcHO4,UCJjV2CHB58Xerdqbwyka7QA,20200508
Aise kyun Ukulele Tutorial | Mismatched,Aise kyun,Mismatched,,,"['F', 'Dm', 'Am', 'C', 'Bb', 'Gm']",,0,0,y1dEZClCf-w,UCJjV2CHB58Xerdqbwyka7QA,20210210
Pyaar deewana hota hai mastana hota hai Ukulele Tutorial,Pyaar deewana hota hai mastana hota hai,,,,"['C', 'F', 'Bb', 'Eb']",,0,0,C5CcLnrT4d0,UCJjV2CHB58Xerdqbwyka7QA,20200603
How much time it takes to learn Ukulele,,,,,,,0,1,teG6AUwVoZ8,UCJjV2CHB58Xerdqbwyka7QA,20200229
How to buy Ukulele? Tips and Tricks? What do I do while buying Ukulele??,,,,,,,0,1,bxGf0oEjyok,UCJjV2CHB58Xerdqbwyka7QA,20200703
How to play ukulele if you are left handed??,,,,,,,0,1,iJFN7ZwzOBc,UCJjV2CHB58Xerdqbwyka7QA,20190816
Lazy Song Ukulele Tutorial for beginners | Bruno Mars,Lazy Song,Bruno Mars,,,"['C', 'F', 'G', 'Em', 'Dm', 'E7']",,0,0,OAnIf8a9DaU,UCJjV2CHB58Xerdqbwyka7QA,20191206
How to play F chord on Ukulele | #21daysofukechords,,,,,,,0,1,_O2dvb49n5o,UCJjV2CHB58Xerdqbwyka7QA,20190710
Suck at singing?? Strings Buzzing??,,,,,,,0,1,e12uJbWTJUI,UCJjV2CHB58Xerdqbwyka7QA,20200711
Zombie(Cranberries) Ukulele Tutorial with Playalong.. Easiest song to play?,Zombie,Cranberries,,,"['Em', 'C', 'G', 'D']",,0,0,h9_N-6VcocQ,UCJjV2CHB58Xerdqbwyka7QA,20210113
Bella Ciao Fingerstyle Chord Melody Cover,,,,,,,0,1,ho2Gx5Hu4CU,UCJjV2CHB58Xerdqbwyka7QA,20200511
What is an equalizer?? Why do we use it??,,,,,,,0,1,SFs1FZTSL7I,UCJjV2CHB58Xerdqbwyka7QA,20200118
Kaisi Hai Ye Rut K Jismein Ukulele Playalong Tutorial | Dil Chahta hai | Sayali Tank,Kaisi Hai Ye Rut K Jismein,Dil Chahta hai,,,"['C', 'Am', 'F', 'G', 'D', 'Fm']",,0,0,3BDlEOJsAaM,UCJjV2CHB58Xerdqbwyka7QA,20190925
How to Play Em chord on Ukulele | #21daysofukechords,,,,,,,0,1,SY1A3KDzbIY,UCJjV2CHB58Xerdqbwyka7QA,20190708
Don't Worry Be Happy Ukulele Tutorial,Don't Worry Be Happy,,,,"['C', 'F', 'Dm']",,0,0,9L8pxs8Dw6k,UCJjV2CHB58Xerdqbwyka7QA,20200529
"Te amo ( Dum Maro Dum) | Ash king, Sunidhi Chauhan | Sayali Tank (Cover)",,,,,,,0,1,riMB9glzd2E,UCJjV2CHB58Xerdqbwyka7QA,20170506
Musafir Hu Yaaro Ukulele Tutorial,Musafir Hu Yaaro,,,,"['C', 'F', 'Bb']",,0,0,OVWu78b8Uoc,UCJjV2CHB58Xerdqbwyka7QA,20200506
How to hydrate ukulele ?? How much time I riyaaj ??,,,,,,,0,1,bQDlZyX7y-8,UCJjV2CHB58Xerdqbwyka7QA,20200801
Do I have a boyfriend?? Who would I date Joey or Chandler?? | #sawaalCorner,,,,,,,0,1,bPwAy7AQKcE,UCJjV2CHB58Xerdqbwyka7QA,20191026
Jab koi baat bigad jaye Ukulele Tutorial with Playalong,Jab koi baat bigad jaye,,,,"['G', 'C', 'Am', 'Em', 'Bm', 'Dm', 'D']",,0,0,sLnTu7-MA20,UCJjV2CHB58Xerdqbwyka7QA,20210217
City Life Ukulele Tutorial,City Life,,,,"['F', 'C', 'G', 'Am']",,0,0,Dsis_xEfy9w,UCJjV2CHB58Xerdqbwyka7QA,20200515
Feliz Navidad Ukulele Tutorial with Play along,Feliz Navidad,,,,"['C', 'D', 'G', 'Em']",,0,0,FwjDfLKiARg,UCJjV2CHB58Xerdqbwyka7QA,20201216
How to play B chord on Ukulele | #21daysofukechords,,,,,,,0,1,sLEhGx6ixMM,UCJjV2CHB58Xerdqbwyka7QA,20190719
What steps should I follow to learn Ukulele?? In what order I should learn Ukulele??,,,,,,,0,1,JryuEjYHbfE,UCJjV2CHB58Xerdqbwyka7QA,20200425
How to play D7 chord on Ukulele | Sayali Tank,,,,,,,0,1,0DZXmjIGmkM,UCJjV2CHB58Xerdqbwyka7QA,20190706
Why we use capo? Is it necessary to use capo?,,,,,,,0,1,lYSZzgfejww,UCJjV2CHB58Xerdqbwyka7QA,20200926
Tik Tik Waajte Dokyat Ukulele Tutorial with Playalong,Tik Tik Waajte Dokyat,,,,"['C', 'Am', 'F', 'G', 'G7', 'Dm']",,0,0,_Np6iIZ2Gcs,UCJjV2CHB58Xerdqbwyka7QA,20201223
Ek Ladki Ko Dekha Toh Ukulele Cover | Female Cover | Sayali Tank,,,,,,,0,1,wNTdgxHhbcA,UCJjV2CHB58Xerdqbwyka7QA,20190213
Somebody's Me(Enrique Iglesias) | Female Cover | Sayali Tank,,,,,,,0,1,yKinj1fLKi4,UCJjV2CHB58Xerdqbwyka7QA,20180513
Steps to learn Ukulele. Feeling lost?,,,,,,,0,1,GlEuH0lj_L8,UCJjV2CHB58Xerdqbwyka7QA,20201024
Pro at ukulele by learning online??,,,,,,,0,1,nRl5F0Ju_RY,UCJjV2CHB58Xerdqbwyka7QA,20200620
How to find strumming pattern?? Finger aching??,,,,,,,0,1,8L_0MikydA8,UCJjV2CHB58Xerdqbwyka7QA,20200829
Hi chaal turu turu   Can Song,,,,,,,0,1,_d9I2o89bDs,UCJjV2CHB58Xerdqbwyka7QA,20170129
How to Play Fm chord on Ukulele | #21daysofukechords,,,,,,,0,1,gTPpRet7QG8,UCJjV2CHB58Xerdqbwyka7QA,20190711
Will Ukuleles be available post lockdown??,,,,,,,0,1,dkPfn10iPns,UCJjV2CHB58Xerdqbwyka7QA,20200704
How to repair Broken/Damaged Ukulele? Fixing Broken Ukulele Bridge? Broken Ukulele Nut?,,,,,,,0,1,TCRqmUxEyPo,UCJjV2CHB58Xerdqbwyka7QA,20200818
Phir Dekhiye Playalong Ukulele Tutorial | Sayali Tank,Phir Dekhiye,,,,"['C', 'F', 'G', 'Em']",,0,0,YlJu3HdzVjA,UCJjV2CHB58Xerdqbwyka7QA,20191201
Lag Jaa Gale and Can't Help Falling In Love Mashup | Sayali Tank,,,,,,,0,1,41A-ImER7AQ,UCJjV2CHB58Xerdqbwyka7QA,20190106
Correct pronounciation of ukulele??,,,,,,,0,1,v2ZLvmQT5RY,UCJjV2CHB58Xerdqbwyka7QA,20200530
Raat Kali Ek Khwab Mein Aayi Ukulele Tutorial with Playalong,Raat Kali Ek Khwab Mein Aayi,,,,"['Dm', 'C', 'G', 'F']",,0,0,81ATGANX5_w,UCJjV2CHB58Xerdqbwyka7QA,20210127
How to play C6 chord on Ukulele | #21daysofukechords,,,,,,,0,1,AlujmKgWIhY,UCJjV2CHB58Xerdqbwyka7QA,20190722
What happened to my Tenor Ukulele?? How to progress with Ukulele??,,,,,,,0,1,jTyrRYd69Yg,UCJjV2CHB58Xerdqbwyka7QA,20200725
My favourite movie?? Favourite actor?? | #Sawaalcorner | Sayali Tank,,,,,,,0,1,Z2tGzBhVzBI,UCJjV2CHB58Xerdqbwyka7QA,20191019
Rab ne bana di jodi,,,,,,,0,1,Cgl_7TFHm7M,UCJjV2CHB58Xerdqbwyka7QA,20161014
Live Sawaal Corner & Unboxing Silver Play Button,,,,,,,0,1,nORDXvOY9bQ,UCJjV2CHB58Xerdqbwyka7QA,20210109
What are the names of My Ukuleles?,,,,,,,0,1,9ME8ThsjSZw,UCJjV2CHB58Xerdqbwyka7QA,20200627
Which Ukulele Should I buy? Same chords on all Ukuleles? Guitar capo on Ukulele Capo?,,,,,,,0,1,F-2kqxtAuvU,UCJjV2CHB58Xerdqbwyka7QA,20200523
City LIfe Ukulele Cover,,,,,,,0,1,FUgyt75hOgw,UCJjV2CHB58Xerdqbwyka7QA,20200504
Pitah se hai naam tera (Boss) | Sonu Nigam | Sayali Tank ft  Anuj Lodhi,,,,,,,0,1,tZ0FYP_Hjb4,UCJjV2CHB58Xerdqbwyka7QA,20170617
Online Classes?? Am I fan of Mostlysane??,,,,,,,0,1,mC8xZvIrLqo,UCJjV2CHB58Xerdqbwyka7QA,20200516
Why wood type matters? Why ukulele material matters a lot?,,,,,,,0,1,N4Qj2aoGb-o,UCJjV2CHB58Xerdqbwyka7QA,20200326
Sooraj dooba hai yaaro (Roy) | Female cover | Cup Song by Sayali Tank,,,,,,,0,1,KO34E_hgdQY,UCJjV2CHB58Xerdqbwyka7QA,20161111
Tu tu hai wahi | Yeh Vaada Raha Songs | Sayali Tank,,,,,,,0,1,ctYigsP8fhg,UCJjV2CHB58Xerdqbwyka7QA,20180825
Sanetizing Ukulele?? How to  start with ukulele?,,,,,,,0,1,ebhgyjgfQtw,UCJjV2CHB58Xerdqbwyka7QA,20200808
How to play Am chord on Ukulele | #21daysofukechords,,,,,,,0,1,ftqbCbrWWD0,UCJjV2CHB58Xerdqbwyka7QA,20190717
Different strumming sounds? Different Ways of Tunning Ukulele??,,,,,,,0,1,bHMo4cKjFsg,UCJjV2CHB58Xerdqbwyka7QA,20200822
How to find scale of any song?,,,,,,,0,1,kYk4nZDet-k,UCJjV2CHB58Xerdqbwyka7QA,20210116
Buzzing Strings? What to do?,,,,,,,0,1,V9maRn50YHw,UCJjV2CHB58Xerdqbwyka7QA,20201128
How to play E7 chord on Ukulele | #21daysofukechords,,,,,,,0,1,0ADzt1NT8ww,UCJjV2CHB58Xerdqbwyka7QA,20190709
Its not okay. Lets be kind to one another.,,,,,,,0,1,ev2GdF2Vxa4,UCJjV2CHB58Xerdqbwyka7QA,20200615
Samjhawan Unplugged cover | Humpty Sharma Ki Dulhania | Sayali Tank,,,,,,,0,1,plr0X-1Lm_4,UCJjV2CHB58Xerdqbwyka7QA,20180908
Am I giving Trinity Exams? Podcast details??,,,,,,,0,1,QOdPM-Wr7Cg,UCJjV2CHB58Xerdqbwyka7QA,20201107
Is it possible to learn uke on your own??,,,,,,,0,1,4TEZBske0dE,UCJjV2CHB58Xerdqbwyka7QA,20200125
How to pronounce Ukulele?? I am going to upload 2 videos a week?? | #Sawaalcorner,,,,,,,0,1,oMWYW3sjmXM,UCJjV2CHB58Xerdqbwyka7QA,20191012
Kahin door jab din dhal jaaye | Anand | Female Cover | Sayali Tank,,,,,,,0,1,qcw-9i-oX4w,UCJjV2CHB58Xerdqbwyka7QA,20180610
Maintaining Strumming Tempo? Buzzing Ukulele??,,,,,,,0,1,QaiQU4ulHmM,UCJjV2CHB58Xerdqbwyka7QA,20201114
How to play Gm chord on Ukulele | #21daysohukechords,,,,,,,0,1,5I4hcZ46ysw,UCJjV2CHB58Xerdqbwyka7QA,20190714
Spider web In uke? What to do?,,,,,,,0,1,T4sADPnBTnA,UCJjV2CHB58Xerdqbwyka7QA,20201121
